# Traits in Affinity,weapon,# Traits,body,rune,% Traits in Affinity,Affinity,background,head,companion,shield,token_id,numTraits,image,name
5,Silver Poleaxe,6,Blue Valkyrie Armor,Rune of Sun,83 percent,Blue Shift,Blue,Hibernian,Cerulean Ceratopsian,Water Elemental Shield,386,11,https://portal.forgottenrunes.com/api/warriors/img/386,Maya Savior of the Mountain
4,Blue Broadsword,6,Nord Armor,Rune of Earth,66 percent,Blue Shift,Blue,Hibernian,Nastyass Honey Badger,Blue Kite,387,11,https://portal.forgottenrunes.com/api/warriors/img/387,Fia Dicer of Knights
4,Malachite Dragon Pike,6,Dark Ronin Armor,Rune of Sigma,66 percent,Purple Haze,Purple,Wrestler Giant,Null Goat,Triple Triangle Shield,388,11,https://portal.forgottenrunes.com/api/warriors/img/388,Nolan Hacker of Dragons
3,Stratiotai Spear,4,Armor of Air,,75 percent,Knight,Blue,East Sider,,Bolt Shield,389,9,https://portal.forgottenrunes.com/api/warriors/img/389,Jerry Savior of Monsters
2,Partisan,4,Classic Gold Barbarian Briefs,,50 percent,Amber,Black,Mountain Warrior,,Triple Triangle Shield,390,9,https://portal.forgottenrunes.com/api/warriors/img/390,Dolgarn Impaler of the Pavillion
4,Blood Sword,6,Prism Armor,Rune of Venus,66 percent,Blackness,Black,Motor Assassin,Onyx Panther,Might Shield,391,11,https://portal.forgottenrunes.com/api/warriors/img/391,Howard Defeater of the Gate
5,Green Longsword,6,Sovereign Epic Gear,Rune of Saturn,83 percent,Gladiator,Green,Gladiator Helmet,Gigas Hornet,Wolf Shield,392,11,https://portal.forgottenrunes.com/api/warriors/img/392,Aurelius Dicer of the Baobabs
4,Death Bomb,6,Blue Tunic Armor,Rune of Earth,66 percent,Blue Shift,Blue,Dream Knight,Ultramarine Rhinoceros Beetle,Blue Kite,393,11,https://portal.forgottenrunes.com/api/warriors/img/393,Cadogan Exploder of the Rune Raiders
4,Green Longsword,5,Green Hedge Knight Armor,Rune of Sun,80 percent,Armor,Green,Earth Guard,,Gold Herald Shield,394,10,https://portal.forgottenrunes.com/api/warriors/img/394,Dean Contender of Wizards
3,Partisan,6,Prism Armor,Rune of Fire,50 percent,Blackness,Black,Wrestler Giant,Night Wolf,Red Herald Shield,395,11,https://portal.forgottenrunes.com/api/warriors/img/395,Xander Champion of Doomsday
3,Stratiotai Spear,5,Commando Fatigues,Rune of Jupiter,60 percent,Medieval,Black,Templar,Wild Eagle,,396,10,https://portal.forgottenrunes.com/api/warriors/img/396,Lance Protector of Monsters
3,Giant Cleaver,4,Gladiator's Cloak with Purple Briefs,,75 percent,Purple Haze,Blue,Mandinka,,Yellow Kite,397,9,https://portal.forgottenrunes.com/api/warriors/img/397,Everett Cleaver of the Lost City
5,Tyrfing,6,Surd Armor,Rune of Air,83 percent,Purple Haze,Purple,Spring Warrior,Man o' War,Shield of the Moon,398,11,https://portal.forgottenrunes.com/api/warriors/img/398,Velbi Cleaver of Glory
3,Estoc,3,South Island MMA Pants,,100 percent,Blackness,Black,Kempo,,,399,8,https://portal.forgottenrunes.com/api/warriors/img/399,Ari Eidolon of the Duck Alliance
4,Sol Sword,5,Blue Tunic Armor,,80 percent,Blue Shift,Blue,Shutter Knight,Sand Cobra,Water Elemental Shield,400,10,https://portal.forgottenrunes.com/api/warriors/img/400,Brumbum Divider of the Mountain
5,Goblin Sword,6,Black One Piece,Rune of Pluto,83 percent,Darkness,Red,Hibernian,Onyx Panther,Eternal Love Shield,401,11,https://portal.forgottenrunes.com/api/warriors/img/401,Marci Hero of Beasts
3,Bo Staff,5,Street Punk with Teal Camo,Rune of Fire,60 percent,Blackness,Black,Flower of the Wheel,Onyx Panther,,402,10,https://portal.forgottenrunes.com/api/warriors/img/402,Misha Crasher of the Keep
3,Dane Axe,6,Amethyst Spike Armor,Rune of Fire,50 percent,Axe,Black,Executioner,Silver Goat,Red Kite,403,11,https://portal.forgottenrunes.com/api/warriors/img/403,Narfi Rival of the Rock
4,Gladius,4,Surd Armor,,100 percent,Guard,Blue,Ishkuzai,,Magic Shield,404,9,https://portal.forgottenrunes.com/api/warriors/img/404,Leah Eidolon of the Sunset
3,Malachite Dragon Pike,6,Sovereign Epic Gear,Rune of Pluto,50 percent,Verdant,Green,Foot Soldier Helm,Mutant Snapping Turtle,Wooden Shield,405,11,https://portal.forgottenrunes.com/api/warriors/img/405,Jarek Killer of Atlantis
3,Partisan,4,Surd Armor,,75 percent,Knight,Black,Moorish Girl,,Butterfly Shield,406,9,https://portal.forgottenrunes.com/api/warriors/img/406,Tera Poker of the Villa
3,Goblin Axe,5,Purple Knight,Rune of Cinnabar,60 percent,Purple Haze,Blue,Xanthe,,Shield of Balance,407,10,https://portal.forgottenrunes.com/api/warriors/img/407,Devon Hero of Nothing
3,Tuck,6,Red Macho Pants,Rune of Fire,50 percent,Crimson,Black,Weirdling,Spectacled Falcon,Brown Kite,409,11,https://portal.forgottenrunes.com/api/warriors/img/409,Scott Madcap of the Sun
5,Gilded Dragon Pike,6,Blue Valkyrie Armor,Rune of Venus,83 percent,Pantheon,Purple,Valkyrie,Garuda's Griffin,Aegis,410,11,https://portal.forgottenrunes.com/api/warriors/img/410,Agnes Cleaver of the Storm
5,Longbow,6,Traveller's Cloak Blue,Rune of Brass,83 percent,Forest,Red,Cool Guy,Dirt Pig,Butterfly Shield,411,11,https://portal.forgottenrunes.com/api/warriors/img/411,Cornelius Protector of the Mountain
4,Spetum,5,Guardian Zero,Rune of Sun,80 percent,Blue Shift,Blue,Hibernian,,Blue Buckler,412,10,https://portal.forgottenrunes.com/api/warriors/img/412,Tracy Defeater of X
2,,3,Megasuit,Rune of Jupiter,66 percent,Amber,Black,Yellow Viking Helm,,,413,8,https://portal.forgottenrunes.com/api/warriors/img/413,Dando Waster of the Glitch
4,Iron Hammer,6,Brown Knight,Rune of Neptune,66 percent,Armor,Black,Xanthe,Spectacled Falcon,Mercenary Heater Shield,414,11,https://portal.forgottenrunes.com/api/warriors/img/414,Leena Hammer of Runes
4,Hambone,6,Blue Medieval Livery,Rune of Mars,66 percent,Gladiator,Blue,Jarl Raider,Buffkin,Horseshoe Shield,415,11,https://portal.forgottenrunes.com/api/warriors/img/415,Nicolas of Glory
3,Gladius,4,Northern Barbarian,,75 percent,Guard,Blue,Moorish Girl,,Green Aspis,416,9,https://portal.forgottenrunes.com/api/warriors/img/416,Hilda Annihilator of the Rock
4,Malachite Cleaver,5,Banded Armor of the Forest,Rune of Lime,80 percent,Armor,Green,Fungus,,Wooden Shield,417,10,https://portal.forgottenrunes.com/api/warriors/img/417,Stewie Menace of Monsters
3,Blood Sword,5,Street Punk with Rose Camo,Rune of Earth,60 percent,Wild,Black,Lady of the Oasis,Royal Razorback,,418,10,https://portal.forgottenrunes.com/api/warriors/img/418,Keren Protector of the Disco
3,Bamboo Pole,6,Terrapin Armor,Rune of Water,50 percent,Verdant,Green,Earth Guard,Royal Razorback,Blue Kite,419,11,https://portal.forgottenrunes.com/api/warriors/img/419,Butch Shadow of Goblin Town
5,Lavender Double Blade,6,Red Macho Pants,Rune of Neptune,83 percent,Purple Haze,Purple,Yellow Viking Helm,Orchid Rhinoceros Beetle,Purple Kite,420,11,https://portal.forgottenrunes.com/api/warriors/img/420,Rumbar Battler of the Desert
3,Green Longsword,6,Goblin Toga,Rune of Air,50 percent,Wild,Green,Goblin Chieftain,Golden Jaguar,Shield of the Skull,421,11,https://portal.forgottenrunes.com/api/warriors/img/421,Zit Slasher of the Hell Chamber
4,Red Bomb,5,Commando Fatigues,Rune of Mars,80 percent,Machine,Black,Forgotten Man,Robo Dog,,422,10,https://portal.forgottenrunes.com/api/warriors/img/422,Luis Atomizer of Lizards
3,Wooden Hammer,6,Traveller's Cloak Red,Rune of Sun,50 percent,Desert,Green,Zimbala,Dirt Pig,Tomb Shield,423,11,https://portal.forgottenrunes.com/api/warriors/img/423,Werner Slaughterer of the Coliseum
4,Spetum,6,Yellow Hedge Knight Armor,Rune of Mercury,66 percent,Desert,Green,Forgotten Man,Dirt Pig,Frog Shield,424,11,https://portal.forgottenrunes.com/api/warriors/img/424,Zod Protector of the Arena
3,Estoc,5,Gallus Gear,Rune of Water,60 percent,Darkness,Black,Foot Soldier Helm,,Red Kite,425,10,https://portal.forgottenrunes.com/api/warriors/img/425,Nix Menace of the Ruins
3,Master Claymore,5,Classic Gold Barbarian Briefs,Rune of Uranus,60 percent,Darkness,Blue,Meriotic Warrior,,Red Kite,426,10,https://portal.forgottenrunes.com/api/warriors/img/426,Ekene Belligerent of the Ruins
4,Blue Broadsword,6,Blue Hedge Knight Armor,Rune of Air,66 percent,Blue Shift,Blue,Blue Knight Helm,Buffkin,Blue Kite,427,11,https://portal.forgottenrunes.com/api/warriors/img/427,Lance Contaminator of the Road
4,Ishtar Sword,6,Exalted Epic Gear,Rune of Uranus,66 percent,Crimson,Red,Red Ronin,Buffkin,Red Kite,428,11,https://portal.forgottenrunes.com/api/warriors/img/428,Harland Dismantler of the Baobabs
4,Ishtar Sword,6,Aura Knight with Red Cloak,Rune of Steel,66 percent,Crimson,Red,Rocket Helm,Hamadryas Baboon,Red Kite,429,11,https://portal.forgottenrunes.com/api/warriors/img/429,Bruce Hero of the Ridge
2,Bo Staff,5,Black Dominatrix Gear,Rune of Mercury,40 percent,Blackness,Black,Hibernian,Demon Hound,,430,10,https://portal.forgottenrunes.com/api/warriors/img/430,Leila Breaker of the Capital
4,Aurelian Double Blade,6,Black One Piece,Rune of Brimstone,66 percent,Gold,Black,Psyche Warrior,Wild Eagle,Gold Holy Shield,431,11,https://portal.forgottenrunes.com/api/warriors/img/431,Tora Obliterator of the Sun
4,Sabre,5,Red Hedge Knight Armor,,80 percent,Knight,Black,Action Man,Night Wolf,Tanker Heater Shield,432,10,https://portal.forgottenrunes.com/api/warriors/img/432,Henry Conqueror of Glory
3,Goblin Sword,5,Green Road Spandex,Rune of Water,60 percent,Wild,Red,She Wolf,Rattlesnake,,433,10,https://portal.forgottenrunes.com/api/warriors/img/433,Sharon Lopper of Imps
4,Rogue Falchion,6,Red Hedge Knight Armor,Rune of Fire,66 percent,Crimson,Red,Red Ronin,Dirt Pig,Tate Shield,434,11,https://portal.forgottenrunes.com/api/warriors/img/434,Lorcan Executor of the Road
3,Spetum,5,Blue Boxing Shorts,Rune of Brass,60 percent,Blue Shift,Blue,Spiked Helm,Royal Razorback,,435,10,https://portal.forgottenrunes.com/api/warriors/img/435,Asmodeus Champion of Mount Titan
4,Cyber Axe,6,Amethyst Spike Armor,Rune of Sigma,66 percent,Purple Haze,Purple,Happy Viking,Null Goat,Gold Holy Shield,436,11,https://portal.forgottenrunes.com/api/warriors/img/436,Tyson Paragon of the Arena
3,Purple Longsword,5,Purple Road Warrior,Rune of Saturn,60 percent,Purple Haze,Purple,Wrestler Giant,Scarlet Macaw,,437,10,https://portal.forgottenrunes.com/api/warriors/img/437,Werner Disintegrator of the Road
5,Master Claymore,6,Glory Knight,Rune of Saturn,83 percent,Rugged,Black,Forgotten Man,Gigas Hornet,Shield of Up Only,438,11,https://portal.forgottenrunes.com/api/warriors/img/438,Zod Cleaver of the Wood
3,Silver Dragon Pike,5,Gallus Gear,Rune of Jupiter,60 percent,Purple Haze,Purple,Executioner,,Triple Triangle Shield,439,10,https://portal.forgottenrunes.com/api/warriors/img/439,Victor Protector of the Ruins
3,Journeyman Falchion,5,Honor Guard of the North,Rune of Venus,60 percent,Feminine,Blue,Cat Girl,,Gold Holy Shield,440,10,https://portal.forgottenrunes.com/api/warriors/img/440,Hana Belligerent of the Ridge
3,Longbow,4,Murmillo Gear,,75 percent,Brownish,Black,Spiked Helm,,Magic Shield,441,9,https://portal.forgottenrunes.com/api/warriors/img/441,Aamon Swindler of the Lost City
3,Chakram,5,Skylord Plate Armor,,60 percent,Medieval,Black,Mountain Warrior,Woodland Wolverine,Red Kite,442,10,https://portal.forgottenrunes.com/api/warriors/img/442,Faust Guardian of the Mountain
3,Spetum,5,Capital City Keikogi,Rune of Venus,60 percent,Blue Shift,Blue,Blue Dwarven Helm,Rattlesnake,,443,10,https://portal.forgottenrunes.com/api/warriors/img/443,Brokk Impaler of the Fist
4,Red Bomb,5,Street Hoodlum,Rune of Brimstone,80 percent,Machine,Green,Metabot,Robo Dog,,444,10,https://portal.forgottenrunes.com/api/warriors/img/444,Dot Demolisher of the Keep
4,Spiked Ball and Chain,5,Purple Provocator Garb,Rune of Venus,80 percent,Heavy,Blue,Mountain Warrior,,Tomb Shield,445,10,https://portal.forgottenrunes.com/api/warriors/img/445,Orgdego Breaker of Bugbears
2,,3,Pirate Garb,,66 percent,Sea,Black,Kelt,,Gold Holy Shield,446,8,https://portal.forgottenrunes.com/api/warriors/img/446,Adele Ruin of the Sea
4,Partisan,5,Majestic Epic Gear,Rune of Mars,80 percent,Gladiator,Black,Dune Man,,Red Aspis,447,10,https://portal.forgottenrunes.com/api/warriors/img/447,Einer Defeater of the Cockatrice
5,Trident,6,Battle Sari,Rune of Cinnabar,83 percent,Crimson,Red,Flower of the Wheel,Crimson Jaguar,Red Aspis,448,11,https://portal.forgottenrunes.com/api/warriors/img/448,Misha Paragon of the Sun
4,Battle Axe,5,Surd Armor,Rune of Steel,80 percent,Armor,Blue,Lady of the Oasis,,Shield of the Sun,449,10,https://portal.forgottenrunes.com/api/warriors/img/449,Teny Conqueror of the Citadel
5,Blue Longsword,6,Blue Medieval Livery,Rune of Power,83 percent,Blue Shift,Blue,Jarl Raider,Harpy Eagle,Blue Kite,450,11,https://portal.forgottenrunes.com/api/warriors/img/450,Relic Wounder of the Wood
3,Katana,5,Gallus Gear,Rune of Cinnabar,60 percent,Sword,Blue,Barbarian,,Magic Shield,451,10,https://portal.forgottenrunes.com/api/warriors/img/451,Groundle Striker of the Duck Alliance
4,Ranseur,6,Brown Hedge Knight Armor,Rune of Mars,66 percent,Knight,Black,Scout,Onyx Panther,Bolt Shield,452,11,https://portal.forgottenrunes.com/api/warriors/img/452,Lance Defeater of the Hall
2,Giant Cleaver,4,South Island MMA Pants,Rune of Fire,50 percent,White Magic,Blue,Imperial Helmet,,,453,9,https://portal.forgottenrunes.com/api/warriors/img/453,Marcus Dicer for Freedom
4,Brown Longsword,6,Red Amazonian Jumpsuit,Rune of Sun,66 percent,Crimson,Red,Peacock Warrior,Attack Drone,Red Aspis,454,11,https://portal.forgottenrunes.com/api/warriors/img/454,Nala Assailant of Worlds
4,Battle Axe,5,Surd Armor,Rune of Pluto,80 percent,Armor,Black,Lady of the Oasis,,Tate Shield,455,10,https://portal.forgottenrunes.com/api/warriors/img/455,Meredith Axe of Light
5,Rogue Falchion,6,Blue Valkyrie Armor,Rune of Steel,83 percent,Armor,Red,Autumn Warrior,Buffkin,Tate Shield,456,11,https://portal.forgottenrunes.com/api/warriors/img/456,Florentina Attacker of Muscle Mountain
2,Bone Club,6,Yellow Road Spandex,Rune of Lime,33 percent,Grey,Blue,Winter Warrior,Spectacled Falcon,Wooden Buckler,457,11,https://portal.forgottenrunes.com/api/warriors/img/457,Juno Bludgeoner of the Road
2,Iron Hammer,5,Desert Wear,Rune of Jupiter,40 percent,Blue Shift,Black,Kempo,,Triple Triangle Shield,458,10,https://portal.forgottenrunes.com/api/warriors/img/458,Faris Lumper of Bugbears
2,Katana,5,Commando Fatigues,Rune of Venus,40 percent,Machine,Black,Spiked Helm,Robo Dog,,459,10,https://portal.forgottenrunes.com/api/warriors/img/459,Cerb Piercer of the Jungle
2,,5,Traveller's Cloak Yellow,Rune of Saturn,40 percent,Brownish,Black,Meriotic Warrior,Field Hound,Air Elemental Shield,460,10,https://portal.forgottenrunes.com/api/warriors/img/460,Olufemi Annihilator of the Sun
3,Sword of Babylon,6,Tower Plate Armor,Rune of Venus,50 percent,Rugged,Black,Brownlander,Hyena,Shield of Down Only,461,11,https://portal.forgottenrunes.com/api/warriors/img/461,Dusty Assailant of Titans
3,Gladiator Sword,6,Green Knight,Rune of Jupiter,50 percent,Brownish,Green,Lady Barbarian,Wild Eagle,Tate Shield,462,11,https://portal.forgottenrunes.com/api/warriors/img/462,Inanna Contender of Wizards
3,Spiked Ball and Chain,5,White Tunic Armor,Rune of Jupiter,60 percent,Heavy,Blue,Olive Mendicant,,Shield of Down Only,463,10,https://portal.forgottenrunes.com/api/warriors/img/463,Mahmud Flattener of the Citadel
3,Sabre,4,Red Provocator Garb,,75 percent,Brownish,Black,Spiked Helm,,Wooden Buckler,464,9,https://portal.forgottenrunes.com/api/warriors/img/464,Samael Attacker of the Valley
2,Longbow,6,White Knight,Rune of Mercury,33 percent,Cape,Black,Kushite,Spectacled Falcon,Red Herald Shield,465,11,https://portal.forgottenrunes.com/api/warriors/img/465,Tisa Terror of Runes
5,Cyber Axe,6,Glory Knight,Rune of Brass,83 percent,Purple Haze,Purple,Bruiser,Null Goat,Peace Shield,466,11,https://portal.forgottenrunes.com/api/warriors/img/466,Nix Armageddon of the Wild
4,Estoc,6,Banded Armor of Earth,Rune of Pluto,66 percent,Armor,Blue,Earth Guard,Hyena,Wolf Shield,467,11,https://portal.forgottenrunes.com/api/warriors/img/467,Crash Marauder of the Forest
4,Blue Chainsaw,6,Skylord Plate Armor,Rune of Water,66 percent,Blue Shift,Blue,Bruiser,Gigas Hornet,Blue Kite,468,11,https://portal.forgottenrunes.com/api/warriors/img/468,Justice Hacker of the Dawn
4,Dane Axe,6,White One Piece,Rune of Cinnabar,66 percent,Wild,Blue,She Wolf,Hamadryas Baboon,Gold Holy Shield,469,11,https://portal.forgottenrunes.com/api/warriors/img/469,Leena Axe of Goblins
3,Guardian Sword,6,Athenian Robe,Rune of Saturn,50 percent,Gold,Black,Woodlander,Night Wolf,Shield of the Moon,470,11,https://portal.forgottenrunes.com/api/warriors/img/470,Teny Nullifier of Light
4,East Side Pipe Wrench,5,Sakura Dress,Rune of Lime,80 percent,Crimson,Red,Oni Girl,Crimson Jaguar,,471,10,https://portal.forgottenrunes.com/api/warriors/img/471,Hana Jackhammer of Oni
5,Blue Broadsword,6,Alchemist Armor,Rune of Sigma,83 percent,Blue Shift,Blue,Blue Knight Helm,Ultramarine Rhinoceros Beetle,Blue Kite,472,11,https://portal.forgottenrunes.com/api/warriors/img/472,Thomas Ruin of the Road
3,Goblin Sword,6,Dominion Plate Armor,Rune of Saturn,50 percent,Blackness,Black,Darkling,Woodland Wolverine,Tanker Heater Shield,473,11,https://portal.forgottenrunes.com/api/warriors/img/473,Aramastus Cataclysm of the Ridge
3,Hambone,5,Street Hoodlum,Rune of Neptune,60 percent,Muscle,Black,Sea Guard,Onyx Panther,,474,10,https://portal.forgottenrunes.com/api/warriors/img/474,Jarek of the Ditch
3,Sai,4,Blue Boxing Shorts,,75 percent,MMMA,Red,Bruiser,Nastyass Honey Badger,,475,9,https://portal.forgottenrunes.com/api/warriors/img/475,Diesel Traveler for Freedom
3,Scimitar,6,Classic Gold Barbarian Bikini,Rune of Saturn,50 percent,Desert,Black,Nubian,Field Hound,White Kite,476,11,https://portal.forgottenrunes.com/api/warriors/img/476,Kesi Carver of the Rock
3,Brown Longsword,6,Nord Armor,Rune of Pluto,50 percent,Guard,Blue,Archipelagian,Buffkin,Iron Buckler,477,11,https://portal.forgottenrunes.com/api/warriors/img/477,Moni Killer of Wizards
4,Malachite Cleaver,6,Green Provocator Garb,Rune of Mars,66 percent,Heavy,Green,Strongman,Robo Dog,Shield of the Sun,478,11,https://portal.forgottenrunes.com/api/warriors/img/478,Gunnar Amputator of the Valley
3,Blue Longsword,6,Yellow Amazonian Jumpsuit,Rune of Water,50 percent,Amber,Blue,Dominatrix,Hamadryas Baboon,Shield of the Moon,479,11,https://portal.forgottenrunes.com/api/warriors/img/479,Nia Armageddon of the Range
4,Blue Longsword,6,Glory Knight,Rune of Steel,66 percent,Knight,Green,Strongman,Field Hound,Shield of the Moon,480,11,https://portal.forgottenrunes.com/api/warriors/img/480,Harvey Executor of Dragons
3,West Side Pipe Wrench,6,Woodland Armor,Rune of Lime,50 percent,Olive,Red,Lady Barbarian,Mutant Snapping Turtle,Gold Herald Shield,481,11,https://portal.forgottenrunes.com/api/warriors/img/481,Pari Nailer of the North
2,Bottle of Rune Beer,5,Yellow One Piece,,40 percent,Orange,Green,Red Horn Lady Buff,Spectacled Falcon,Red Herald Shield,482,10,https://portal.forgottenrunes.com/api/warriors/img/482,Tori of the South
3,Wooden Hammer,6,Banded Armor of the Forest,Rune of Air,50 percent,Armor,Black,Purple Viking Helm,Hamadryas Baboon,Green Buckler,483,11,https://portal.forgottenrunes.com/api/warriors/img/483,Frazzon Cruncher of the Trail
3,Gilded Dragon Pike,5,Street Punk with Red Camo,Rune of Venus,60 percent,Muscle,Red,Hood of Torment,Mutant Snapping Turtle,,484,10,https://portal.forgottenrunes.com/api/warriors/img/484,Narfi Blade of Goblin Town
